10.471975511965976 0.0 18.137993642342181
|[ -1.04719755e+01  -1.28244713e-15   1.81379936e+01]| |[ -8.02199865  -6.73125611  18.13799364]| |[ -1.81843946 -10.31288267  18.13799364]| |[  5.23598776  -9.06899682  18.13799364]| |[  9.84043811  -3.58162657  18.13799364]| |[  9.84043811   3.58162657  18.13799364]| |[  5.23598776   9.06899682  18.13799364]| |[ -1.81843946  10.31288267  18.13799364]| |[ -8.02199865   6.73125611  18.13799364]| |[ -1.04719755e+01   1.28244713e-15   1.81379936e+01]|
-3.1415926535897931 -2.4434609527920612 -1.7453292519943295 -1.0471975511965979 -0.34906585039886595 0.34906585039886595 1.0471975511965974 1.7453292519943293 2.4434609527920612 3.1415926535897931
101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200
319.70065358219711 339.42061055335961 315.2566925421217 306.95515794324683 351.61265953229281 355.75689331935706 360.24468678801964 344.68856756855479 339.9628600285493 319.70065358219716
351.12399603811826 359.96450513439999 343.88410277089031 361.35476973626703 359.39300461730568 365.76113178839677 357.36456826305539 381.78546918885479 344.25167991207223 351.12399603811832
303.54797272035762 324.60089148073638 287.1854414452597 305.66608110032593 302.18549651655661 288.53853495363524 314.2449802927411 310.5304811559887 286.8112563925298 303.54797272035751
354.85571236381384 340.28695967159058 330.5297502415591 328.23810859245134 358.84258255788905 345.79223426649759 333.37472739269504 334.71906768632027 319.20474241889474 354.85571236381378
351.23916709901243 347.45265256268141 335.51241012144322 344.20506114943629 322.71235667773306 342.52052589271824 351.89196317321546 360.5991843451867 322.43489894830282 351.23916709901243
322.15807554595602 341.92908691402579 346.18477826308009 321.99419806513015 333.82863720523517 332.57651107225666 309.90413005285035 338.95394119395922 341.92291582660255 322.15807554595608
331.48217954825532 336.69329890732348 357.00245830413002 333.82484201974239 343.93020103612542 347.95338658214911 331.85013575510243 336.90275781096597 370.43051230287512 331.48217954825532
327.39158782900734 331.59087910228504 323.45253524270402 337.99765474034712 313.30553340035431 342.22696407891345 310.86660931635492 335.26351580940292 312.97362255230593 327.39158782900728
339.66410075871408 307.74344802617094 313.35274704728988 304.22864125381932 336.56034232433416 334.09496775497558 329.69432551389968 313.4054646842834 299.7485356151949 339.66410075871408
320.82308493213372 367.90319874161679 354.43449292662871 372.84442925399696 353.29994842765853 393.97676559993948 367.81969836071255 352.56271131153068 364.13037193442972 320.82308493213372
303.58979827964117 314.73316945543456 304.3514913421551 312.99724453206505 332.5959237361148 338.05954800538626 308.764682607292 274.48074803019773 314.06561922840615 303.58979827964123
344.29009094866223 367.80614233739317 325.96327775922401 344.38232309682559 366.904351948179 320.38299430440111 357.00445875042345 339.62341038873075 357.66891768302281 344.29009094866234
340.19619823423494 323.94963870613151 322.95297668709145 306.7076784690741 338.73955658671258 313.28021075749416 311.78222970307502 316.95652901287053 339.1379972561727 340.19619823423488
356.86503109188965 353.99363101467031 349.27754555004941 372.50504650902712 335.79698389065766 361.75132431461242 332.06106612034768 374.96701081131386 315.42795506883107 356.86503109188965
342.84181952427747 347.2446995114467 360.7859925916635 322.13418089041693 367.36852770833582 376.82555509133755 316.14130386983317 334.50942534395892 337.48968790268577 342.84181952427753
339.20908241400446 274.46066551919432 327.74143092962777 301.22297653307822 264.81479862287438 306.58496560690043 310.86943523360776 308.08949288031113 298.19373507927338 339.20908241400451
292.8000095936938 343.07584272987879 319.87661910681857 364.98464159100894 354.42121867926664 341.90319773640874 350.10923080461839 311.91044095349008 348.58332796582596 292.8000095936938
